ID,SONG,ALBUM,CHUNK_ID,CHUNK
1428,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),0,"Hit the ground, hit the ground, hit the ground, oh, oh
Only sound, only sound that you hear is, ""No""
You never saw it comin', slipped when you started runnin'
And now you've come undone and I, I, I, I"
1429,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),1,"Seen you fall, seen you crawl on your knees, eh, ayy
Seen you lost in a crowd, seen your colors fade
Wish I could make it better, someday, you won't remember
This pain you thought would last forever and ever and"
1430,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),2,"There you'll stand, ten feet tall
I will say, ""I knew it all along""
Your eyes, wider than distance
This life is sweeter than fiction"
1431,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),3,"Just a shot, just a shot in the dark, oh, oh
All you got, all you got are your shattered hopes
They never saw it comin', you hit the ground runnin'
And now you're on to somethin', I, I, I say"
1432,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),4,"""What a sight, what a sight"" when the light came on
Proved me right, proved me right when you proved them wrong
And, in this perfect weather, it's like we don't remember
The rain we thought would last forever and ever"
1433,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),5,"There you'll stand, ten feet tall
I will say, ""I knew it all along""
Your eyes, wider than distance
This life is sweeter than fiction (Woah)"
1434,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),6,"There you'll stand, next to me (Next to me)
All at once, the rest is history
Your eyes, wider than distance
This life is sweeter than fiction (Woah; Sweeter than fiction)"
1435,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),7,"I'll be one of the many sayin'
""Look at you now, look at you now and now""
I'll be one of the many saying
""You've made us proud, you've made us proud, proud"""
1436,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),8,"I'll be one of the many sayin'
""Look at you now, look at you now and now""
I'll be one of the many sayin'
""You've made us proud, you've made us proud, proud"""
1437,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),9,"And when they call your name
And they put your picture in a frame
You know that I'll be there time and again
'Cause I loved you when, when you"
1438,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),10,"Hit the ground, hit the ground, hit the ground, oh, oh
Only sound, only sound that you heard was, ""No""
Now, in this perfect weather, it's like we don't remember
The rain we thought would last forever and ever (Forever)"
1439,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),11,"There you'll stand, ten feet tall (Ten feet tall)
I will say, ""I knew it all along"" (Along)
Your eyes, wider than distance (I knew it all along)
This life is sweeter than fiction (Sweeter than fiction)"
1440,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),12,"There you'll stand, next to me (Next to me)
All at once, the rest is history (Ooh)
Your eyes, wider than distance (I knew it all along)
This life is sweeter than fiction (It's sweeter than fiction)"
1441,Sweeter Than Fiction (Taylor's Version),1989 (Taylor's Version),13,"It's sweeter than fiction
It's sweeter, yeah
It's sweeter, it's sweeter
It's sweeter than fiction"
1442,...Ready for It?,reputation,0,"Knew he was a killer first time that I saw him
Wondered how many girls he had loved and left haunted
But if he's a ghost, then I can be a phantom
Holdin' him for ransom, some"
1443,...Ready for It?,reputation,1,"Some boys are tryin' too hard, he don't try at all, though
Younger than my exes, but he act like such a man, so
I see nothin' better, I keep him forever
Like a vendetta-ta"
1444,...Ready for It?,reputation,2,"I, I, I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know"
1445,...Ready for It?,reputation,3,"In the middle of the night, in my dreams
You should see the things we do, baby, mmm
In the middle of the night, in my dreams
I know I'm gonna be with you, so I take my time"
1446,...Ready for It?,reputation,4,"Are you ready for it?
Knew I was a robber first time that he saw me
Stealin' hearts and runnin' off and never sayin' sorry
But if I'm a thief, then he can join the heist and"
1447,...Ready for It?,reputation,5,"We'll move to an island and
And he can be my jailer, Burton to this Taylor
Every love I've known in comparison is a failure
I forget their names now, I'm so very tame now"
1448,...Ready for It?,reputation,6,"Never be the same now, now
I, I, I see how this is gon' go (Go)
Touch me and you'll never be alone
I-Island breeze and lights down low (Low)"
1449,...Ready for It?,reputation,7,"No one has to know (No one has to know)
In the middle of the night, in my dreams (Yeah)
You should see the things we do (We do), baby, mmm (Mmm)
In the middle of the night (The night) in my dreams (My dreams)"
1450,...Ready for It?,reputation,8,"I know I'm gonna be with you, so I take my time
Are you ready for it? Oh
Are you ready for it?
Baby, let the games begin"
1451,...Ready for It?,reputation,9,"Let the games begin
Let the games begin, ah-ah
Baby, let the games begin
Let the games begin"
1452,...Ready for It?,reputation,10,"Let the games begin
I, I, I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low"
1453,...Ready for It?,reputation,11,"No one has to know
In the middle of the night (Night), in my dreams (My dreams)
You should see the things we do (We do), baby (Baby), mmm (Yeah)
In the middle of the night, in my dreams (My dreams)"
1454,...Ready for It?,reputation,12,"I know I'm gonna be with you, so I take my time (Yeah)
In the middle of the night
Baby, let the games begin
Let the games begin"
1455,...Ready for It?,reputation,13,"Let the games begin
Are you ready for it?
Baby, let the games begin
Let the games begin"
1456,...Ready for It?,reputation,14,"Let the games begin
Are you ready for it?"
1457,End Game,reputation,0,"I wanna be your end game
I wanna be your first string
I wanna be your A-Team (Woah, woah)
I wanna be your end game, end game"
1458,End Game,reputation,1,"Big reputation, big reputation
Ooh, you and me, we got big reputations, ah
And you heard about me, ooh
I got some big enemies (Yeah)"
1459,End Game,reputation,2,"Big reputation, big reputation
Ooh, you and me would be a big conversation, ah (Git, git)
And I heard about you, ooh (Yeah)
You like the bad ones too"
1460,End Game,reputation,3,"You so dope, don't overdose, I'm so stoked, I need a toast
We do the most, I'm in the Ghost like I'm whippin' a boat
I got a reputation, girl, that don't precede me (Yeah)
I'm one call away whenever you need me (Yeah)"
1461,End Game,reputation,4,"I'm in a G5 (Yeah), come to the A-Side (Yeah)
I got a bad boy persona, that's what they like
You love it, I love it too 'cause you my type
You hold me down and I protect you with my life"
1462,End Game,reputation,5,"I don't wanna touch you (I don't wanna be)
Just another ex-love (You don't wanna see)
I don't wanna miss you (I don't wanna miss you)
Like the other girls do"
1463,End Game,reputation,6,"I don't wanna hurt you (I just wanna be)
Drinkin' on the beach with (You all over me)
I know what they all say (I know what they all say)
But I ain't tryna play"
1464,End Game,reputation,7,"I wanna be your end game (End game)
I wanna be your first string (First string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game"
1465,End Game,reputation,8,"Knew her when I was young, reconnected when we were little bit older
Both sprung, I got issues and chips on both of my shoulders
Reputation precedes me, in rumours, I'm knee-deep
The truth is, it's easier to ignore it, believe me"
1466,End Game,reputation,9,"Even when we'd argue, we'd not do it for long
And you understand the good and bad end up in the song
For all your beautiful traits and the way you do it with ease
For all my flaws, paranoia and insecurities"
1467,End Game,reputation,10,"I've made mistakes and made some choices, that's hard to deny
After the storm, somethin' was born on the 4th of July
Our past days were the fun, this end game is the one
With four words on the tip of my tongue, I'll never say it"
1468,End Game,reputation,11,"I don't wanna touch you (I don't wanna be)
Just another ex-love (You don't wanna see)
I don't wanna miss you (I don't wanna miss you)
Like the other girls do"
1469,End Game,reputation,12,"I don't wanna hurt you (I just wanna be)
Drinkin' on the beach with (You all over me)
I know what they all say (Yeah)
But I ain't tryna play (Ooh)"
1470,End Game,reputation,13,"I wanna be your end game (End game)
I wanna be your first string (Wanna be your first string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game"
1471,End Game,reputation,14,"Big reputation, big reputation
Ooh, you and me, we got big reputations, ah
And you heard about me, ooh
I got some big enemies (Hey)"
1472,End Game,reputation,15,"Big reputation, big reputation (Big reputation, yeah)
Ooh, you and me would be a big conversation, ah
And I heard about you, ooh
You like the bad ones too"
1473,End Game,reputation,16,"I hit you like bang, we tried to forget it, but we just couldn't
And I bury hatchets, but I keep maps of where I put 'em
Reputation precedes me, they told you I'm crazy
I swear I don't love the drama, it loves me"
1474,End Game,reputation,17,"And I can't let you go, your handprints on my soul
It's like your eyes are liquor, it's like your body is gold
You've been callin' my bluff on all my usual tricks
So here's the truth from my red lips (Ooh, ah)"
1475,End Game,reputation,18,"I wanna be your end game (End game)
I wanna be your first string (Me and you; First string)
I wanna be your A-Team (Hey; Be your A-Team now; A-Team)
I wanna be your end game, end game"
1476,End Game,reputation,19,"I wanna be your end game (Oh, I do; End game)
I wanna be your first string (First string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game"
1477,I Did Something Bad,reputation,0,"I never trust a narcissist, but they love me
So I play 'em like a violin
And I make it look, oh, so easy
'Cause for every lie I tell them, they tell me three"
1478,I Did Something Bad,reputation,1,"This is how the world works
Now all he thinks about is me
I can feel the flames on my skin
Crimson red paint on my lips"
1479,I Did Something Bad,reputation,2,"If a man talks shit, then I owe him nothin'
I don't regret it one bit 'cause he had it comin'
They say I did somethin' bad
Then why's it feel so good?"
1480,I Did Something Bad,reputation,3,"They say I did somethin' bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could"
1481,I Did Something Bad,reputation,4,"It just felt so good, good
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da"
1482,I Did Something Bad,reputation,5,"Da-da, da, da
I never trust a playboy, but they love me
So I fly 'em all around the world
And I let them think they saved me"
1483,I Did Something Bad,reputation,6,"They never see it comin', what I do next
This is how the world works
You gotta leave before you get left
I can feel the flames on my skin"
1484,I Did Something Bad,reputation,7,"He says, ""Don't throw away a good thing""
But if he drops my name, then I owe him nothin'
And if he spends my change, then he had it comin'
They say I did somethin' bad (Da-da)"
1485,I Did Something Bad,reputation,8,"Then why's it feel so good?
They say I did somethin' bad
But why's it feel so good?
Most fun I ever had"
1486,I Did Something Bad,reputation,9,"And I'd do it over and over and over again if I could
It just felt so good, good
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da"
1487,I Did Something Bad,reputation,10,"(It just felt so good)
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da, da, da
They're burning all the witches, even if you aren't one"
1488,I Did Something Bad,reputation,11,"They got their pitchforks and proof, their receipts and reasons
They're burning all the witches, even if you aren't one
So light me up (Light me up), light me up (Light me up)
Light me up, go ahead and light me up (Light me up)"
1489,I Did Something Bad,reputation,12,"Light me up (Light me up), light me up (Light me up)
Light me up (Light me up), light me up
They say I did somethin' bad (Oh)
Then why's it feel so good? (So good)"
1490,I Did Something Bad,reputation,13,"They say I did somethin' bad
But why's it feel so (Good) good?
Most fun I ever had (Most fun I ever had)
And I'd do it over and over and over again if I could"
1491,I Did Something Bad,reputation,14,"It just felt so good (Good), good
Ra-di-di-di-di-di-di-di-di-di-da-da (Bad)
Ra-di-di-di-di-di-di-di-di-di-da-da
Oh, they say I did somethin' bad (They say I did somethin' bad)"
1492,I Did Something Bad,reputation,15,"Ra-di-di-di-di-di-di-di-di-di-da-da
Then why's it feel so good, good?
So good (Bad), why's it feel so good?
Why's it feel, why's it feel so good? (Bad)"
1493,I Did Something Bad,reputation,16,"It just felt so good, good"
1494,Don't Blame Me,reputation,0,"Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life"
1495,Don't Blame Me,reputation,1,"I've been breakin' hearts a long time
And toyin' with them older guys
Just playthings for me to use
Somethin' happened for the first time"
1496,Don't Blame Me,reputation,2,"In the darkest little paradise
Shaking, pacin', I just need you
For you, I would cross the line
I would waste my time, I would lose my mind"
1497,Don't Blame Me,reputation,3,"They say, ""She's gone too far this time""
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby"
1498,Don't Blame Me,reputation,4,"I'll be usin' for the rest of my life
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh Lord, save me, my drug is my baby"
1499,Don't Blame Me,reputation,5,"I'll be usin' for the rest of my life
My name is whatever you decide and
I'm just gonna call you mine
I'm insane, but I'm your baby (Your baby)"
1500,Don't Blame Me,reputation,6,"Echoes (Echoes) of your name inside my mind
Halo hidin' my obsession
I once was poison ivy, but now, I'm your daisy
And, baby, for you, I (I) would (Would) fall from grace"
1501,Don't Blame Me,reputation,7,"Just (Just) to (To) touch your face, if (If) you (You) walk away
I'd beg ya on my knees to stay
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right"
1502,Don't Blame Me,reputation,8,"Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (Yeah, ooh)
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right"
1503,Don't Blame Me,reputation,9,"Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
I get so high, oh
Every time you're, every time you're lovin' me"
1504,Don't Blame Me,reputation,10,"You're lovin' me
Trip of my life, oh
Every time you're, every time you're touchin' me
You're touchin' me"
1505,Don't Blame Me,reputation,11,"Every time you're, every time you're lovin' me
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
(Usin' for the rest of my life, oh, woah)"
1506,Don't Blame Me,reputation,12,"Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right (Doin' it right, no)
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (Oh)"
1507,Don't Blame Me,reputation,13,"Don't blame me, love made me crazy (Ooh)
If it doesn't, you ain't doin' it right (You ain't doin', babe)
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (I'll be usin', I'll be usin')"
1508,Don't Blame Me,reputation,14,"I get so high, oh
Every time you're, every time you're lovin' me
You're lovin' me
Oh Lord, save me, my drug is my baby"
1509,Don't Blame Me,reputation,15,I'll be usin' for the rest of my life
1510,Delicate,reputation,0,"This ain't for the best
My reputation's never been worse, so
You must like me for me
We can't make"
1511,Delicate,reputation,1,"Any promises now, can we, babe?
But you can make me a drink
Dive bar on the East Side, where you at?
Phone lights up my nightstand in the black"
1512,Delicate,reputation,2,"Come here, you can meet me in the back
Dark jeans and your Nikes, look at you
Oh, damn, never seen that color blue
Just think of the fun things we could do"
1513,Delicate,reputation,3,"('Cause I like you) This ain't for the best
My reputation's never been worse, so
You must like me for me
(Yeah, I want you) We can't make"
1514,Delicate,reputation,4,"Any promises now, can we, babe?
But you can make me a drink
Is it cool that I said all that?
Is it chill that you're in my head?"
1515,Delicate,reputation,5,"'Cause I know that it's delicate (Delicate)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate"
1516,Delicate,reputation,6,"Isn't it? Isn't it? Isn't it? Isn't it?
Isn't it? Isn't it? Isn't it? Isn't it delicate?
Third floor on the West Side, me and you
Handsome, you're a mansion with a view"
1517,Delicate,reputation,7,"Do the girls back home touch you like I do?
Long night with your hands up in my hair
Echoes of your footsteps on the stairs
Stay here, honey, I don't wanna share"
1518,Delicate,reputation,8,"('Cause I like you) This ain't for the best
My reputation's never been worse, so
You must like me for me
(Yeah, I want you) We can't make"
1519,Delicate,reputation,9,"Any promises now, can we, babe?
But you can make me a drink
Is it cool that I said all that?
Is it chill that you're in my head?"
1520,Delicate,reputation,10,"'Cause I know that it's delicate (Delicate)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate"
1521,Delicate,reputation,11,"Isn't it? Isn't it? Isn't it? Isn't it?
Isn't it? Isn't it? Isn't it? Isn't it delicate?
Sometimes, I wonder, when you sleep
Are you ever dreaming of me?"
1522,Delicate,reputation,12,"Sometimes, when I look into your eyes
I pretend you're mine all the damn time
('Cause I like you)
Is it cool that I said all that?"
1523,Delicate,reputation,13,"Is it chill that you're in my head?
'Cause I know that it's delicate (Delicate)
(Yeah, I want you)
Is it cool that I said all that?"
1524,Delicate,reputation,14,"Is it too soon to do this yet?
'Cause I know that it's delicate (Delicate)
('Cause I like you)
Is it cool that I said all that? (Isn't it?)"
1525,Delicate,reputation,15,"Is it chill that you're in my head? (Isn't it? Isn't it?)
'Cause I know that it's delicate (Isn't it delicate?)
(Yeah, I want you)
Is it cool that I said all that? (Isn't it?)"
1526,Delicate,reputation,16,"Is it too soon to do this yet? (Isn't it? Isn't it?)
'Cause I know that it's delicate
Isn't it delicate?"
1527,Look What You Made Me Do,reputation,0,"I don't like your little games
Don't like your tilted stage
The role you made me play
Of the fool, no, I don't like you"
1528,Look What You Made Me Do,reputation,1,"I don't like your perfect crime
How you laugh when you lie
You said the gun was mine
Isn't cool, no, I don't like you (Oh)"
1529,Look What You Made Me Do,reputation,2,"But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh"
1530,Look What You Made Me Do,reputation,3,"Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me"
1531,Look What You Made Me Do,reputation,4,"Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do"
1532,Look What You Made Me Do,reputation,5,"I (I) don't (Don't) like your kingdom keys (Keys)
They (They) once belonged to me (Me)
You (You) asked me for a place to sleep
Locked me out and threw a feast (What?)"
1533,Look What You Made Me Do,reputation,6,"The world moves on, another day, another drama, drama
But not for me, not for me, all I think about is karma
And then the world moves on, but one thing's for sure
Maybe I got mine, but you'll all get yours"
1534,Look What You Made Me Do,reputation,7,"But I got smarter, I got harder in the nick of time (Nick of time)
Honey, I rose up from the dead, I do it all the time (I do it all the time)
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh"
1535,Look What You Made Me Do,reputation,8,"Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me"
1536,Look What You Made Me Do,reputation,9,"Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do"
1537,Look What You Made Me Do,reputation,10,"I don't trust nobody and nobody trusts me
I'll be the actress starrin' in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starrin' in your bad dreams"
1538,Look What You Made Me Do,reputation,11,"I don't trust nobody and nobody trusts me
I'll be the actress starrin' in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starrin' in your bad dreams"
1539,Look What You Made Me Do,reputation,12,"(Ooh, look what you made me do)
(Look what you made me do)
(Look what you just made me do)
(Look what you just made me)"
1540,Look What You Made Me Do,reputation,13,"""I'm sorry, the old Taylor can't come to the phone right now""
(Ooh, look what you made me do)
(Look what you made me do)
(Look what you just made me)"
1541,Look What You Made Me Do,reputation,14,"""Why? Oh, 'cause she's dead"" (Oh)
Ooh, look what you made me do
Look what you made me do
Look what you just made me do"
1542,Look What You Made Me Do,reputation,15,"Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do"
1543,Look What You Made Me Do,reputation,16,"Look what you just made me do
Ooh, look what you made me do
Look what you made me do
Look what you just made me do"
1544,Look What You Made Me Do,reputation,17,"Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do"
1545,Look What You Made Me Do,reputation,18,Look what you just made me do
1546,So It Goes...,reputation,0,"See you in the dark
All eyes on you, my magician
All eyes on us
You make everyone disappear and"
1547,So It Goes...,reputation,1,"Cut me into pieces
Gold cage, hostage to my feelings
Back against the wall
Trippin', trip-trippin' when you're gone"
1548,So It Goes...,reputation,2,"'Cause we break down a little
But when you get me alone, it's so simple
'Cause, baby, I know what you know
We can feel it"
1549,So It Goes...,reputation,3,"And all the pieces fall right into place
Gettin' caught up in a moment, lipstick on your face
So it goes
I'm yours to keep and I'm yours to lose"
1550,So It Goes...,reputation,4,"You know I'm not a bad girl, but I do bad things with you
So it goes
Met you in a bar
All eyes on me, your illusionist"
1551,So It Goes...,reputation,5,"All eyes on us
I make all your gray days clear and
Wear you like a necklace
I'm so chill, but you make me jealous"
1552,So It Goes...,reputation,6,"But I got your heart
Skippin', skip-skippin' when I'm gone
'Cause we break down a little
But when I get you alone, it's so simple"
1553,So It Goes...,reputation,7,"'Cause, baby, I know what you know
We can feel it
And all the pieces fall right into place
Gettin' caught up in a moment, lipstick on your face"
1554,So It Goes...,reputation,8,"So it goes
I'm yours to keep and I'm yours to lose
You know I'm not a bad girl, but I do bad things with you
So it goes"
1555,So It Goes...,reputation,9,"Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes"
1556,So It Goes...,reputation,10,"You did a number on me
But, honestly, baby, who's countin'?
I did a number on you
But, honestly, baby, who's countin'?"
1557,So It Goes...,reputation,11,"You did a number on me
But, honestly, baby, who's countin'?
Who's countin'? (One, two, three)
And all the pieces fall (Pieces fall) right into place"
1558,So It Goes...,reputation,12,"Gettin' caught up in a moment (Caught up, caught up), lipstick on your face
So it goes
I'm yours to keep (Oh) and I'm yours to lose (Baby)
You know I'm not a bad girl, but I (I do) do bad things with you"
1559,So It Goes...,reputation,13,"So it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now"
1560,So It Goes...,reputation,14,"So, so, so it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now"
1561,So It Goes...,reputation,15,"So, so, so it goes"
1562,Gorgeous,reputation,0,"Gorgeous
You should take it as a compliment
That I got drunk and made fun of the way you talk
You should think about the consequence"
1563,Gorgeous,reputation,1,"Of your magnetic field bein' a little too strong
And I got a boyfriend, he's older than us
He's in the club doin' I don't know what
You're so cool, it makes me hate you so much (I hate you so much)"
1564,Gorgeous,reputation,2,"Whisky on ice, Sunset and Vine
You've ruined my life by not bein' mine
You're so gorgeous
I can't say anything to your face"
1565,Gorgeous,reputation,3,"'Cause look at your face (Gorgeous)
And I'm so furious
At you for makin' me feel this way
But what can I say? You're gorgeous"
1566,Gorgeous,reputation,4,"You should take it as a compliment
That I'm talkin' to everyone here but you (But you, but you)
And you should think about the consequence
Of you touchin' my hand in a darkened room (Dark room, dark room)"
1567,Gorgeous,reputation,5,"If you've got a girlfriend, I'm jealous of her
But if you're single, that's honestly worse
'Cause you're so gorgeous it actually hurts (Honey, it hurts)
Ocean blue eyes lookin' in mine"
1568,Gorgeous,reputation,6,"I feel like I might sink and drown and die
You're so gorgeous
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face; Gorgeous)"
1569,Gorgeous,reputation,7,"And I'm so furious
At you for makin' me feel this way (Feel this way)
But what can I say? You're gorgeous
You make me so happy it turns back to sad (Yeah)"
1570,Gorgeous,reputation,8,"There's nothin' I hate more than what I can't have (And)
You are so gorgeous, it makes me so mad (Mm)
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)"
1571,Gorgeous,reputation,9,"Guess I'll just stumble on home to my cats (Ugh) alone
Unless you wanna come along (Oh)
You're so gorgeous (Gorgeous)
I can't say anything to your face (To your face)"
1572,Gorgeous,reputation,10,"'Cause look at your face (Look at your face; Gorgeous)
And I'm so furious (I'm so furious)
At you for making me feel this way (Feel this way)
But what can I say? (I say) You're gorgeous"
1573,Gorgeous,reputation,11,"You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
You are so gorgeous, it makes me so mad (Mm)
You're gorgeous"
1574,Gorgeous,reputation,12,"You make me so happy it turns back to sad (Turns back to sad)
There's nothin' I hate more than what I can't have (What I can't have)
You are so gorgeous, it makes me so mad (Mm)
You're gorgeous"
1575,Getaway Car,reputation,0,"No, nothin' good starts in a getaway car
It was the best of times, the worst of crimes
I struck a match and blew your mind
But I didn't mean it and you didn't see it"
1576,Getaway Car,reputation,1,"The ties were black, the lies were white
In shades of gray in candlelight
I wanted to leave him, I needed a reason
""X"" marks the spot where we fell apart"
1577,Getaway Car,reputation,2,"He poisoned the well, I was lyin' to myself
I knew it from the first Old Fashioned, we were cursed
We never had a shotgun shot in the dark (Oh)
You were drivin' the getaway car"
1578,Getaway Car,reputation,3,"We were flyin', but we'd never get far
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car"
1579,Getaway Car,reputation,4,"There were sirens in the beat of your heart
Shoulda known I'd be the first to leave
Think about the place where you first met me
In a getaway car (Oh-oh-oh)"
1580,Getaway Car,reputation,5,"No, they never get far (Oh-oh-ah)
No, nothin' good starts in a getaway car
It was the great escape, the prison break
The light of freedom on my face"
1581,Getaway Car,reputation,6,"But you weren't thinkin' and I was just drinkin'
While he was runnin' after us, I was screamin', ""Go, go, go""
But with three of us, honey, it's a sideshow
And a circus ain't a love story and now we're both sorry (We're both sorry)"
1582,Getaway Car,reputation,7,"""X"" marks the spot where we fell apart
He poisoned the well, every man for himself
I knew it from the first Old Fashioned, we were cursed
It hit you like a shotgun shot to the heart (Oh)"
1583,Getaway Car,reputation,8,"You were drivin' the getaway car
We were flyin', but we'd never get far
Don't pretend it's such a mystery
Think about the place where you first met me"
1584,Getaway Car,reputation,9,"Ridin' in a getaway car
There were sirens in the beat of your heart
Shoulda known I'd be the first to leave
Think about the place where you first met me"
1585,Getaway Car,reputation,10,"In a getaway car (Oh-oh-oh)
No, they never get far (Oh-oh-ah)
No, nothin' good starts in a getaway car
We were jet-set, Bonnie and Clyde (Oh-oh)"
1586,Getaway Car,reputation,11,"Until I switched to the other side, to the other side
It's no surprise I turned you in (Oh-oh)
'Cause us traitors never win
I'm in a getaway car"
1587,Getaway Car,reputation,12,"I left you in a motel bar
Put the money in a bag and I stole the keys
That was the last time you ever saw me (Oh)
Drivin' the getaway car"
1588,Getaway Car,reputation,13,"We were flyin', but we'd never get far (Don't pretend)
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car"
1589,Getaway Car,reputation,14,"There were sirens in the beat of your heart (Shoulda known)
Shoulda known I'd be the first to leave
Think about the place where you first met me
In a getaway car (Oh-oh-oh)"
1590,Getaway Car,reputation,15,"No, they never get far, oh-oh-ah
No, nothin' good starts in a getaway car
I was ridin' in a getaway car
I was cryin' in a getaway car"
1591,Getaway Car,reputation,16,"I was dyin' in a getaway car
Said goodbye in a getaway car
Ridin' in a getaway car
I was cryin' in a getaway car"
1592,Getaway Car,reputation,17,"I was dyin' in a getaway car
Said goodbye in a getaway car"
1593,King of My Heart,reputation,0,"I'm perfectly fine, I live on my own
I made up my mind, I'm better off bein' alone
We met a few weeks ago
Now you try on callin' me ""baby"" like tryin' on clothes"
1594,King of My Heart,reputation,1,"Salute to me, I'm your American queen
And you move to me like I'm a Motown beat
And we rule the kingdom inside my room
'Cause all the boys and their expensive cars"
1595,King of My Heart,reputation,2,"With their Range Rovers and their Jaguars
Never took me quite where you do
And all at once, you are the one I have been waitin' for
King of my heart, body and soul, woah"
1596,King of My Heart,reputation,3,"And all at once, you're all I want, I'll never let you go
King of my heart, body and soul, woah
And all at once
I've been waitin', waitin'"
1597,King of My Heart,reputation,4,"Woah, woah
And all at once
You are the one, I have been waitin', waitin'
Body and soul, woah"
1598,King of My Heart,reputation,5,"And all at once
Late in the night, the city's asleep
Your love is a secret I'm hoping, dreaming, dying to keep
Change my priorities"
1599,King of My Heart,reputation,6,"The taste of your lips is my idea of luxury
Salute to me, I'm your American queen
And you move to me like I'm a Motown beat
And we rule the kingdom inside my room (Inside my room, oh)"
1600,King of My Heart,reputation,7,"'Cause all the boys and their expensive cars
With their Range Rovers and their Jaguars
Never took me quite where you do (Where you do)
And all at once, you are the one I have been waitin' for"
1601,King of My Heart,reputation,8,"King of my heart, body and soul, woah
And all at once, you're all I want, I'll never let you go
King of my heart (My heart), body and soul, woah
And all at once (Hey)"
1602,King of My Heart,reputation,9,"I've been waitin', waitin' (Waiting)
Woah, woah
And all at once
You are the one I have been waitin' (Waitin'), waitin' (Waitin')"
1603,King of My Heart,reputation,10,"Body and soul, woah
And all at once
Is this the end of all the endings?
My broken bones are mending"
1604,King of My Heart,reputation,11,"With all these nights we're spending
Up on the roof with a school girl crush
Drinkin' beer out of plastic cups
Say you fancy me, not fancy stuff"
1605,King of My Heart,reputation,12,"Baby, all at once, this is enough
And all at once, you are the one I have been waitin' for
King of my heart, body and soul, woah (And all at once)
And all at once, you are the one I have been waitin' for"
